food,kcal,protein,carbs,fat,serving_size
Taco Bell - Tropicana® Pink Lemonade (30 fl oz),390.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Detroit Double Cheesy Pizza Slice,280.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Detroit Double Pepperoni Pizza Slice,330.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Detroit Meaty Pizza Slice,320.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Detroit Supremo Pizza Slice,290.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Backyard BBQ Chicken Personal Pan,180.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Backyard BBQ Chicken Medium,270.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Backyard BBQ Chicken Large,380.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Beyond Meat® Pepperoni Medium,240.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Beyond Meat® Pepperoni Large,350.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Buffalo Chicken Personal Pan,160.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Buffalo Chicken Medium,240.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Buffalo Chicken Large,350.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Cheese Personal Pan,150.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Cheese Medium,250.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Cheese Large,360.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Chicken Bacon Parmesan Personal Pan,180.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Chicken Bacon Parmesan Medium,270.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Chicken Bacon Parmesan Large,390.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Hawaiian Chicken Personal Pan,150.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Hawaiian Chicken Medium,240.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Hawaiian Chicken Large,350.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Meat Lover’s® Personal Pan,210.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Meat Lover’s® Medium,320.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Meat Lover’s® Large,470.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Pepperoni Personal Pan,150.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Pepperoni Medium,250.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Pepperoni Large,370.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Pepperoni Lover’s® Personal Pan,180.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Pepperoni Lover’s® Medium,300.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Pepperoni Lover’s® Large,440.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Supreme Personal Pan,170.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Supreme Medium,270.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Supreme Large,390.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Ultimate Cheese Lover’s® Personal Pan,170.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Ultimate Cheese Lover’s® Medium,270.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Ultimate Cheese Lover’s® Large,390.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Veggie Lover’s® Personal Pan,140.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Veggie Lover’s® Medium,230.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Pan Pizza Slices Veggie Lover’s® Large,330.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Backyard BBQ Chicken Small,140.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Backyard BBQ Chicken Medium,220.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Backyard BBQ Chicken Large,300.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Beyond Meat® Pepperoni Medium,200.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Beyond Meat® Pepperoni Large,280.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices  Buffalo Chicken Small,130.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices  Buffalo Chicken Medium,200.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices  Buffalo Chicken Large,270.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Cheese Small,130.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Cheese Medium,210.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Cheese Large,290.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Chicken Bacon Parmesan Small,150.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Chicken Bacon Parmesan Medium,230.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Chicken Bacon Parmesan Large,310.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Hawaiian Chicken Small,130.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Hawaiian Chicken Medium,210.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Hawaiian Chicken Large,280.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Meat Lover’s® Small,180.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Meat Lover’s® Medium,290.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Meat Lover’s® Large,390.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Pepperoni Small,130.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Pepperoni Medium,220.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Pepperoni Large,300.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Pepperoni Lover’s® Small,160.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Pepperoni Lover’s® Medium,270.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Pepperoni Lover’s® Large,370.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Supreme Small,150.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Supreme Medium,240.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Supreme Large,320.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Ultimate Cheese Lover’s® Small,150.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Ultimate Cheese Lover’s® Medium,230.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Ultimate Cheese Lover’s® Large,310.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Veggie Lover’s® Small,120.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Veggie Lover’s® Medium,200.0,0.0,0.0,0.0,1 unidade
Pizza Hut - Hand Tossed Slices Veggie Lover’s® Large,260.0,0.0,0.0,0.0,1 unidade
